v,a
30109,0.4505419418336973
30110,0.45759514071140583
30111,0.48231787086546285
30112,0.6338014133569694
30113,0.2561492893144135
30114,0.6309312135942073
30115,0.3103600780020272
30116,0.36618533206382026
30117,0.41905599947916755
30118,0.32658655606808173
30119,0.4715682945288502
30120,0.48417304166948577
30121,0.528569501080807
30122,0.5620427503764147
30123,0.27643808921487517
30124,0.6566256075301394
30125,0.10961540535411614
30126,0.23261658717488168
30127,0.3020433433032314
30128,0.2944289427153232
30129,0.550067638110757
30130,0.48022614708283085
30131,0.2731689198693512
30132,0.3412640664027505
30133,0.2971630494152564
30134,0.2685488330547829
30135,0.5723858499568709
30136,0.5213568470391374
30137,0.5929308590467821
30138,0.4914482703800437
30139,0.18850442518985905
30140,0.6881759245139839
30141,0.4357383009705668
30142,0.3381723712940945
30143,0.7040784041458508
30144,0.18721486078648333
30145,0.4413283316643052
30146,0.23856119003619775
30147,0.08062571943834605
30148,0.2798153685448417
30149,0.2720726322185368
30150,0.7424847104574434
30151,0.35966902554612257
30152,0.6975152287883737
30153,0.11500333904667771
30154,0.6052247798749366
30155,0.4445707355763825
30156,0.37717317719461035
30157,0.512262981991317
30158,0.20569283161406285
30159,0.11459637318158715
30160,0.4302187127342766
30161,0.15138452745223868
30162,0.36409474964263805
30163,0.259025875512118
30164,0.40785375076453523
30165,0.22770122167335818
30166,0.07027212586164068
30167,0.13496650831795723
30168,0.2467663441255394
30169,0.25310919772781787
30170,0.11603103843191617
30171,0.6117781217643719
30172,0.13052253649638848
30173,0.5900037365430691
30174,0.3095105489421333
30175,0.8406733379507887
30176,0.2586172086203066
30177,0.40779719639887546
30178,0.7472091425400624
30179,0.3771998542083971
30180,0.32115520440857276
30181,0.4737487759455711
30182,0.15360335999312308
30183,0.19364038834497857
30184,0.276059085889718
30185,0.32528069490481526
30186,0.5570039035061689
30187,0.6514412460865459
30188,0.28888925519617037
30189,0.26760650541019
30190,0.1846664342095884
30191,0.6311826769552491
30192,0.39145079881802125
30193,0.060874398833593364
30194,0.360048716162713
30195,0.6337613666964772
30196,0.20547357606798286
30197,0.5869100316705276
30198,0.20672027634011103
30199,0.3440149838988845
30200,0.8618169961046364
30201,0.27227682390191554
30202,0.37587175743824003
30203,0.40706613800316394
30204,0.35884369769827423
30205,0.5826584988419822
30206,0.8103949138563861
30207,0.274827565124455
30208,0.6021113025622872
30209,0.5777071267399388
30210,0.8035522351379752
30211,0.3374794357191322
30212,0.42472172945722614
30213,0.5540463403426021
30214,0.4903280395553095
30215,0.3126026493418118
30216,0.3155381276957147
30217,0.2736238494979518
30218,0.7102012485739022
30219,0.4914482703800437
30220,0.35201286126626985
30221,0.7895501273264396
30222,0.457050063925269
30223,0.5867468707794729
30224,0.2817121418399238
30225,0.5217787336501665
30226,0.5040602407030546
30227,0.7992730044253712
30228,0.5785007747878208
30229,0.33984490501351494
30230,0.631302667654349
30231,0.03550702962327452
30232,0.34782417360394297
30233,0.3322957181007774
30234,0.5125266456962955
30235,0.7576423962481362
30236,0.07327477731015314
30237,0.4961862067484025
30238,0.5102000060912675
30239,0.5840561368188398
30240,0.10627710644213217
30241,0.12492739151986715
30242,0.65999314819499
30243,0.39695107907602695
30244,0.09945111943980059
30245,0.17669172327918398
30246,0.17711872322999647
30247,0.33752026355637904
30248,0.27189453349854054
30249,0.7916762122985047
30250,0.3778432919582364
30251,0.26384381578943805
30252,0.5334983924229014
30253,0.35773372032217776
30254,0.2918325189216519
30255,0.31251795045900066
30256,0.2572025825435896
30257,0.032578461019760606
30258,0.6547490199836337
30259,0.20191052215632585
30260,0.45231793569946965
30261,0.5114102303422301
30262,0.6170137551381758
30263,0.1264219287490249
30264,0.02516510138714409
30265,0.7819188364774164
30266,0.5101023145449315
30267,0.325110430621628
30268,0.255682128450965
30269,0.4295863944490785
30270,0.21369540248597343
30271,0.4217362496800202
30272,0.29570795614022355
30273,0.14425081943575263
30274,0.2524742984560792
30275,0.49713702728071973
30276,0.21587475003437673
30277,0.14266820214215786
30278,0.184449329221204
30279,0.15712726708682523
30280,0.3062213918237234
30281,0.2611111035636431
30282,0.2705124631067693
30283,0.4429775276927598
30284,0.17354186292074725
30285,0.1841741468357561
30286,0.21744840478094013
30287,0.6960831650708517
30288,0.07430457347369374
30289,0.37674786473947935
30290,0.6463496897557724
30291,0.527050045820884
30292,0.45728774178712267
30293,0.7081633607745641
30294,0.6644046138280911
30295,0.35104273681545956
30296,0.4524177060710001
30297,0.5538198726267813
30298,0.4019224079022162
30299,0.27293206319920527
30300,0.32835254160253124
30301,0.6485440173974709
30302,0.1560484089181385
30303,0.3785751639897462
30304,0.5400611807680424
30305,0.29758532679612665
30306,0.4144832938639548
30307,0.48784380357751994
30308,0.29062807168326404
30309,0.5322893536238877
30310,0.391624921663111
30311,0.4080305319498021
30312,0.5374197988927701
30313,0.5763207107632062
30314,0.6146210461807031
30315,0.23790279552107124
30316,0.4018364252154827
30317,0.4435984665887747
30318,0.2316311945210858
30319,0.27293206319920527
30320,0.5025152160125977
30321,0.19814295639021953
30322,0.6030955471626724
30323,0.37978359787644417
30324,0.1801282129826008
30325,0.3805058861409118
30326,0.40679684410332256
30327,0.5660906902867261
30328,0.036503034490790794
30329,0.5555045788251864
30330,0.40295521871819734
30331,0.3684322211939004
30332,0.5507378327107262
30333,0.33691393570958106
30334,0.7156080303386182
30335,0.25448357690212053
30336,0.041807647198072936
30337,0.6343192043580202
30338,0.14572278290037005
30339,0.19165129253911395
30340,0.33002729232346795
30341,0.34082438448166674
30342,0.41402801504335834
30343,0.2651528099879498
30344,0.5553281627985797
30345,0.21879782772674713
30346,0.48467002136725557
30347,0.7502966800894798
30348,0.23077198433297694
30349,0.5238386203907175
30350,0.18571473074283917
30351,0.4914482703800437
30352,0.6531102687191235
30353,0.4914482703800437
30354,0.36020994166444986
30355,0.135667929800149
30356,0.6643942354589633
30357,0.7307989672983799
30358,0.34473666866223635
30359,0.39740792750700904
30360,0.38484408220489164
30361,0.7568396594259652
30362,0.19227755555485024
30363,0.0685510427508769
30364,0.3974385271223971
30365,0.6297058455547346
30366,0.47567628394789174
30367,0.5422152425076818
30368,0.5026275624837843
30369,0.7733177568452971
30370,0.2154670776583401
30371,0.5359099307702183
30372,0.1428815621196286
30373,0.06132132204755347
30374,0.7257400424074244
30375,0.5202355235693024
30376,0.45825141865930363
30377,0.5014287024448442
30378,0.6191854666476588
30379,0.15387366641626551
30380,0.32560200793506106
30381,0.7147939331040073
30382,0.18979540185032484
30383,0.6796308217543088
30384,0.12977923027375995
30385,0.5707699445437158
30386,0.38839983017765567
30387,0.4234571453622177
30388,0.4831768646548747
30389,0.5188444924389196
30390,0.1474599568200108
30391,0.6741848486267527
30392,0.47886840357654914
30393,0.24629012147603818
30394,0.557239774952645
30395,0.622363047131647
30396,0.47870434597227046
30397,0.3036033852081515
30398,0.7670473969846564
30399,0.4496549581630427
30400,0.23016705431479578
30401,0.29163280705108
30402,0.542944096444537
30403,0.18982146722171325
30404,0.1825194737544043
30405,0.4059387103321982
30406,0.4066374716929428
30407,0.597369786084805
30408,0.24797450131694834
30409,0.2487544975492903
30410,0.2668799737291941
30411,0.518427417602954
30412,0.21973385978433416
30413,0.33782884958551873
30414,0.773165593637674
30415,0.5767714059249266
30416,0.7550791503266496
30417,0.7706695186322182
30418,0.177900779275437
30419,0.43147962704161114
30420,0.28116074083868525
30421,0.334147109942137
30422,0.4320903010790291
30423,0.292651123462333
30424,0.3162584619056591
30425,0.7673585366019143
30426,0.2579997971328175
30427,0.4523791767445845
30428,0.3783460352346503
30429,0.5433957647372015
30430,0.7240825570830761
30431,0.33614541343386634
30432,0.1862353219800509
30433,0.2069704790820919
30434,0.4449647830288369
30435,0.40062072428293355
30436,0.23984251919842003
30437,0.6599606281696049
30438,0.12486168424730959
30439,0.8546122563805473
30440,0.25996815246572313
30441,0.30151216732149355
30442,0.3397055134280688
30443,0.4039463819033629
30444,0.3100876309923286
30445,0.2443892419299272
30446,0.4478847708222464
30447,0.14225333171556942
30448,0.044503260747993746
30449,0.7553936712397541
30450,0.029373569444647973
30451,0.0199390242216989
30452,0.4768736971967679
30453,0.39663053650975283
30454,0.3974385271223971
30455,0.12332683740890468
30456,0.14477664581250924
30457,0.4992536121556944
30458,0.3886355214798532
30459,0.6989504918477292
30460,0.758801854503792
30461,0.7697795999839718
30462,0.4028404587986828
30463,0.4365402317831013
30464,0.6186999577167849
30465,0.33958052341581074
30466,0.5487423761113018
30467,0.796054971349037
30468,0.4991488531181169
30469,0.47724803281800204
30470,0.23433518018349705
30471,0.7608223146552627
30472,0.7107843515598536
30473,0.2021231699155927
30474,0.34650143628001456
30475,0.07503610443415284
30476,0.19522427680553364
30477,0.3271557754949436
30478,0.16064991741450985
30479,0.8245757349813301
30480,0.31029635174722503
30481,0.3713051789696164
30482,0.37536036579694915
30483,0.08171393526458919
30484,0.09989153573872044
30485,0.3928963928478715
30486,0.5027697875072412
30487,0.4219586853828183
30488,0.8968627257805775
30489,0.34901743445875466
30490,0.5697290302803558
30491,0.2612858761939996
30492,0.5842420642277261
30493,0.4235645669532453
30494,0.46020552692137284
30495,0.4317329487288291
30496,0.8245757349813301
30497,0.592511781936441
30498,0.1726600668191383
30499,0.1448827565616118
30500,0.2371788843372281
30501,0.5363549802602207
30502,0.12046741579087461
30503,0.4036711567085252
30504,0.7524474248418502
30505,0.4400171974917837
30506,0.27564222025180823
30507,0.3908327636868972
30508,0.6009861491816922
30509,0.25674224806898893
30510,0.5027174111222352
30511,0.31699110903013283
30512,0.7038084752406464
30513,0.30604464938486153
30514,0.16716075278403003
30515,0.36190829774516037
30516,0.40430449442809907
30517,0.26685154268413863
30518,0.16315067360818786
30519,0.44050552777095303
30520,0.45784663955523447
30521,0.5363823386230749
30522,0.2810229091952077
30523,0.2576365855796688
30524,0.7942715352994294
30525,0.5408865774007346
30526,0.5110791742118475
30527,0.11699264043851118
30528,0.2657942819224527
30529,0.6708542174432054
30530,0.45066918008344836
30531,0.2619135295885382
30532,0.6778069841688525
30533,0.49210717923096486
30534,0.10185343310620576
30535,0.3210780859951614
30536,0.6593888756058374
30537,0.1447324896834182
30538,0.4594865085526462
30539,0.6252287000563582
30540,0.4914482703800437
30541,0.7457872214396583
30542,0.388263077796077
30543,0.7502564976939353
30544,0.6839653436455958
30545,0.577508276156711
30546,0.297540217255981
30547,0.3352783438990528
30548,0.49031865181338835
30549,0.14491005823136952
30550,0.6816884634148935
30551,0.194356582646175
30552,0.6509581272674708
30553,0.17950396311564165
30554,0.33145459392262183
30555,0.4020399393498482
30556,0.6958835308043952
30557,0.773488089013142
30558,0.33041528260309017
30559,0.36691273731601326
30560,0.35688199476105303
30561,0.1960917733688657
30562,0.3122393826533043
30563,0.1778769530283804
30564,0.562799385072563
30565,0.29528722423607706
30566,0.6806729750048273
30567,0.6045090984457145
30568,0.21020086889129774
30569,0.3223223477446478
30570,0.09576430160163005
30571,0.23261658717488168
30572,0.2808081105562035
30573,0.499209717319439
30574,0.36067283159354224
30575,0.24747460786812442
30576,0.5547827232870064
30577,0.599089584632651
30578,0.1488794146187846
30579,0.3344557011177295
30580,0.3555008452772451
30581,0.39606469227032953
30582,0.5021634734701952
30583,0.33934904494261847
30584,0.306695689145521
30585,0.29944096797518954
30586,0.2031262641080487
30587,0.41700927055256726
30588,0.48425287155936636
30589,0.3430746252248142
30590,0.2776705856270718
30591,0.4914482703800437
30592,0.31773890668899907
30593,0.5562620693966323
30594,0.45174296167202105
30595,0.2439591785446741
30596,0.6534418956597459
30597,0.37478115727611216
30598,0.7458483459238274
30599,0.4914482703800437
30600,0.5534057491920081
30601,0.27821995282091594
30602,0.28417313215384055
30603,0.4914482703800437
30604,0.15685452468008285
30605,0.2863343926082379
30606,0.5853556382054105
30607,0.4062142154679101
30608,0.6434661018934583
30609,0.4584148594184441
30610,0.27293206319920527
30611,0.06396721498860977
30612,0.5627756440488219
30613,0.2260347118799335
30614,0.20588734130173694
30615,0.2524691513915091
30616,0.6789448291376776
30617,0.43749566222839215
30618,0.7222800480401779
30619,0.26747392765810535
30620,0.470389445396236
30621,0.6878388986724052
30622,0.1401415885046843
30623,0.5840679880360926
30624,0.48707642405894536
30625,0.6277849125336388
30626,0.5341420891073295
30627,0.36580580572508564
30628,0.37256247619509175
30629,0.5535931987954553
30630,0.3298446328895344
30631,0.5219429859879636
30632,0.18951264773672147
30633,0.4200380760348698
30634,0.5406486267756531
30635,0.4940165129981223
30636,0.12466286306758172
30637,0.39041588415896156
30638,0.5493324409210962
30639,0.15284170283549312
30640,0.1010569054607757
30641,0.4552392969165292
30642,0.5766548115166558
30643,0.5617029988754227
30644,0.4681138348209851
30645,0.5541132500323267
30646,0.26510693831714505
30647,0.6347640496739926
30648,0.6310578947613447
30649,0.545783295504378
30650,0.47704512524054904
30651,0.21592847012569988
30652,0.21834401939208853
30653,0.23105242932892833
30654,0.430273319080364
30655,0.15461974914919288
30656,0.607840240733039
30657,0.5318717825208468
30658,0.021785681040337575
30659,0.4914482703800437
30660,0.29163280705108
30661,0.23821894984956035
30662,0.5942508067437937
30663,0.42227295134309073
30664,0.6288735638840405
30665,0.7419261413797015
30666,0.4985043833796431
30667,0.5285810081832275
30668,0.1699131801982815
30669,0.10258600058540171
30670,0.4534895293086565
30671,0.4547807389784641
30672,0.6068156735272292
30673,0.23753590639045044
30674,0.5838774121416971
30675,0.11673627184878112
30676,0.5071895884948168
30677,0.1846912672759454
30678,0.21612702607309395
30679,0.2630876681770697
30680,0.8880456742624544
30681,0.46880107954389016
30682,0.7096027188171037
30683,0.55155533185058
30684,0.7413213780016814
30685,0.5421315033544645
30686,0.4942150765828221
30687,0.20687416256486404
30688,0.6551507180741374
30689,0.27168301671643
30690,0.5244956096647141
30691,0.7608432787930344
30692,0.49043200145352134
30693,0.047712980749227134
30694,0.09414183058987957
30695,0.637437016465331
30696,0.431541142103929
30697,0.24461668627396982
30698,0.15115810508296254
30699,0.4914482703800437
30700,0.4333246749998728
30701,0.12147382474378715
30702,0.2843524747093979
30703,0.05359132444682854
30704,0.3411144107861137
30705,0.5197590228330166
30706,0.7082412320479824
30707,0.7637180445270457
30708,0.247312376990738
30709,0.05744185904456796
30710,0.5714366596867714
30711,0.24535037853454553
30712,0.11840814009174239
30713,0.38693087254188435
30714,0.5105048947551636
30715,0.20547357606798286
30716,0.3100876309923286
30717,0.10462913716027963
30718,0.6097914767891929
30719,0.1828726158677224
30720,0.5952378535492874
30721,0.7756566122383431
30722,0.16648533397552148
30723,0.3346130895665816
30724,0.6243341824233244
30725,0.26807401315132395
30726,0.5822759392344092
30727,0.32557470589013515
30728,0.2983746239784526
30729,0.3610443529670329
30730,0.1808665392057493
30731,0.10141375908581063
30732,0.4156051699184549
30733,0.30958293833725153
30734,0.12198456967397263
30735,0.14521308078106332
30736,0.3373470845348663
30737,0.4907098415935479
30738,0.5047033589251766
30739,0.6477927729612376
30740,0.5922975522361285
30741,0.2607846601629434
30742,0.11311142838599134
30743,0.4690242967869645
30744,0.34585624583893354
30745,0.6709455462479663
30746,0.6462267298686623
30747,0.7146063593473269
30748,0.43709267410087216
30749,0.23570457659121957
30750,0.4914482703800437
30751,0.17863761502768913
30752,0.4982338106329096
30753,0.3961014574499541
30754,0.3422523898610968
30755,0.16490724417359298
30756,0.2644384466818421
30757,0.141918046126258
30758,0.4556138019099987
30759,0.48086820502999633
30760,0.3624854985574253
30761,0.439135216671017
30762,0.35124443318470616
30763,0.6482275896145405
30764,0.39231425836178424
30765,0.4266385982422742
30766,0.10801484303272818
30767,0.44694684489991815
30768,0.29157832775083614
30769,0.6117495960137376
30770,0.6215921722974702
30771,0.16419514169555446
30772,0.2254220235433541
30773,0.5624512214767916
30774,0.6018741853999735
30775,0.4693599684893443
30776,0.18498453624164354
30777,0.3798288298713493
30778,0.302744608365533
30779,0.30000319318260427
30780,0.5651211576766269
30781,0.25524184228780605
30782,0.27383194553231865
30783,0.471216304152013
30784,0.5241910586970558
30785,0.33935902882906643
30786,0.2973009756121556
30787,0.2776804809821004
30788,0.6505649600070342
30789,0.785168105521892
30790,0.6885038172101314
30791,0.2126462251946494
30792,0.3740193751997182
30793,0.7094030514529911
30794,0.2549575139577283
30795,0.4028404587986828
30796,0.6224222051457384
30797,0.23376309328218772
30798,0.5390301520345999
30799,0.17029815526357106
30800,0.5679266467042616
30801,0.35142303762436267
30802,0.4912784174695491
30803,0.4445407159074791
30804,0.24742153124892627
30805,0.07274384905322544
30806,0.09978270279588705
30807,0.5657854019618687
30808,0.36183179628133577
30809,0.5245304801424274
30810,0.6673287391314416
30811,0.4914482703800437
30812,0.4766006450365738
30813,0.7627551261508791
30814,0.49881668126300716
30815,0.3667615027527026
30816,0.4654655982433347
30817,0.214322978144876
30818,0.5037232390895799
30819,0.4450916419846838
30820,0.49987346714494846
30821,0.3277224575786913
30822,0.42908836698474595
30823,0.30016900009840075
30824,0.22013421608242942
30825,0.6842214415082675
30826,0.6294401062270373
30827,0.7603838893910493
30828,0.15894621297224265
30829,0.42099874422946904
30830,0.11934492725048473
30831,0.48621144184440757
30832,0.505353440758624
30833,0.15958127209361517
30834,0.22952470364119318
30835,0.23606788473149973
30836,0.6721788648888156
30837,0.8539794850644703
30838,0.510357785828486
30839,0.549902408803704
30840,0.6242486012936798
30841,0.7660414550177151
30842,0.5584501517632132
30843,0.4275801714913815
30844,0.036503034490790794
30845,0.3527103229760956
30846,0.2476661425290002
30847,0.12241028442295372
30848,0.16547706408828508
30849,0.3397141216145862
30850,0.36199721649331323
30851,0.37460144462746703
30852,0.5370362083007282
30853,0.27720230309331445
30854,0.26487042097520874
30855,0.47335333009290065
30856,0.45754535776620253
30857,0.09878225008568609
30858,0.5810200858705655
30859,0.3125198966269295
30860,0.4914482703800437
30861,0.32360497005563726
30862,0.4914482703800437
30863,0.6846207403024648
30864,0.755856269773567
30865,0.38736333811722784
30866,0.15797621813695556
30867,0.6199032755117582
30868,0.3618228115831953
30869,0.3626981966882957
30870,0.6073837701278995
30871,0.09389215489558671
30872,0.1586092386913437
30873,0.0305724005882656
30874,0.2439264142657432
30875,0.5638090931032284
30876,0.2085346142076629
30877,0.2436738616579538
30878,0.28931609111081624
30879,0.4697361646108611
30880,0.4869211637644541
30881,0.6398363272563199
30882,0.3447487380330997
30883,0.21485938262856483
30884,0.6112575199325926
30885,0.07914578297165864
30886,0.6126400774179217
30887,0.4689390112217515
30888,0.2760472126082804
30889,0.01616047488121598
30890,0.6987526651738423
30891,0.5643132289156741
30892,0.5335287838847692
30893,0.3383871830315222
30894,0.16875868487073192
30895,0.5866760440820794
30896,0.19099879683818044
30897,0.3121927173688192
30898,0.30865835306606837
30899,0.3792706413491377
30900,0.12034939753747918
30901,0.6151952242377634
30902,0.3917368215596692
30903,0.4473269934558655
30904,0.4523719891068245
30905,0.6758484495251299
30906,0.35027652236487494
30907,0.4648567896810492
30908,0.36742950323305684
30909,0.3126929679391481
30910,0.29235292793386286
30911,0.7316235206097554
30912,0.5648297682936095
30913,0.2174467962190422
30914,0.3083289819634131
30915,0.5024075266344963
30916,0.7187946804434702
30917,0.47436936395844886
30918,0.10451100180764063
30919,0.18967940382054088
30920,0.2371570063456827
30921,0.24914326494315364
30922,0.34714162716027536
30923,0.6510082400459154
30924,0.36444780493787915
30925,0.26896282570219054
30926,0.43707020133122465
30927,0.4861024313990022
30928,0.42458144258588626
30929,0.3057917641731403
30930,0.19861485804525691
30931,0.4914482703800437
30932,0.4571126266367713
30933,0.1835105574206416
30934,0.40827934178919123
30935,0.20160200578937623
30936,0.07728539811121674
30937,0.541966305365522
30938,0.7005803226679639
30939,0.5931157646944432
30940,0.40606410043794083
30941,0.45444801152617176
30942,0.18921614765125006
30943,0.13565553368659067
30944,0.032777720145097555
30945,0.1946158842954071
30946,0.28146946997518163
30947,0.6283646857879182
30948,0.33311816328380545
30949,0.4083382140067241
30950,0.5135601141891318
30951,0.27158929465971676
30952,0.5785007747878208
30953,0.4284132357689285
30954,0.15066542089154714
30955,0.32378016325560777
30956,0.6707113647826793
30957,0.20369940258148023
30958,0.09953648926366931
30959,0.7183288934085628
30960,0.7472091425400624
30961,0.35933684716768666
30962,0.2720726322185368
30963,0.20853007486117395
30964,0.2966733448600955
30965,0.4688606613688009
30966,0.2675033018903922
30967,0.607840240733039
30968,0.588172202113438
30969,0.4703968149812216
30970,0.3544802909091062
30971,0.4299885928221206
30972,0.3735608133397957
30973,0.4789875989267903
30974,0.1990918044121592
30975,0.5602063372344215
30976,0.5706008967290203
30977,0.6823589026019498
30978,0.670446283614235
30979,0.7966800751302915
30980,0.1801282129826008
30981,0.8318304804637489
30982,0.3087738330566045
30983,0.43413667668530664
30984,0.7208569748642956
30985,0.46086264910620944
30986,0.5571446160574832
30987,0.45589811074045367
30988,0.11618598403830753
30989,0.23492986882624808
30990,0.30395525821641134
30991,0.34092532620409005
30992,0.2118302160660065
30993,0.6511672612022846
30994,0.7402390632313262
30995,0.3739221782835919
30996,0.14927062514118947
30997,0.37067858668405745
30998,0.12393754317912607
30999,0.19051144012480462
31000,0.1937874206041286
31001,0.5071909429252636
31002,0.15861169194355748
31003,0.3055066551332207
31004,0.5079910279960801
31005,0.1960917733688657
31006,0.7195075730353863
31007,0.036503034490790794
31008,0.6536801437786748
31009,0.6310470303673769
31010,0.28541449345108877
31011,0.30087982999449614
31012,0.7122924374856178
31013,0.25967371821338175
31014,0.5899012804996269
31015,0.4443576062960396
31016,0.5775908377341687
31017,0.22442330747523004
31018,0.4693599684893443
31019,0.513148925941506
31020,0.35994342007012314
31021,0.3669385487539044
31022,0.6832916829995943
31023,0.43341019725458074
31024,0.5398959873838779
31025,0.7363825234965266
31026,0.27184005342670453
31027,0.6769208947531695
31028,0.10814957521197406
31029,0.3165157069610177
31030,0.5986541616977388
31031,0.27293206319920527
31032,0.3153740035872895
31033,0.29450178553978285
31034,0.43746636937068933
31035,0.32586647723272
31036,0.20893438173797635
31037,0.7081349843181157
31038,0.6714880394413345
31039,0.4332972849876669
31040,0.16507826518829158
31041,0.3455287837090383
31042,0.5859221622108076
31043,0.12178840826132528
31044,0.17535561519306156
31045,0.7357771702054213
31046,0.5266955066875848
31047,0.5799111043690658
31048,0.10961540535411614
31049,0.10209689281382378
31050,0.1812210125000767
31051,0.4035903577195464
31052,0.13160535389688266
31053,0.7147601692879556
31054,0.5475397846498384
31055,0.1592888482238938
31056,0.09372522243916934
31057,0.28931609111081624
31058,0.6383078984098082
31059,0.411062240126543
31060,0.40028499255438815
31061,0.3819915053735991
31062,0.3957160447855052
31063,0.3339324222680422
31064,0.25352575714572795
31065,0.3017713369458745
31066,0.5205800926335682
31067,0.10279959774390492
31068,0.21880227042633862
31069,0.7347187258693372
31070,0.38688770113068977
31071,0.2730701074993814
31072,0.578178443550965
31073,0.5372643537311393
31074,0.41910753727940775
31075,0.3379394917993047
31076,0.40375090211792075
31077,0.781609096992713
31078,0.33839116629568416
31079,0.4785255961713476
31080,0.2447750310187828
31081,0.25680824518083556
31082,0.37983886150015955
31083,0.7837738501634295
31084,0.4914482703800437
31085,0.20081113755053245
31086,0.27600849699478264
31087,0.6845901558320313
31088,0.49691487865279593
31089,0.6584892810111208
31090,0.09940612080298918
31091,0.664265011349436
31092,0.267951902774047
31093,0.18699020835147442
31094,0.46029656573756506
31095,0.5135212388975248
31096,0.25252289974556325
31097,0.2356994469496722
31098,0.25639409345409525
31099,0.19441808491767795
31100,0.6551995422520522
31101,0.6806167324314175
31102,0.10365980285944743
31103,0.7184403384281861
31104,0.716959363163199
31105,0.11129937695095338
31106,0.3778232527517301
31107,0.4125680042650539
31108,0.5054176622685009
31109,0.4115246783896099
31110,0.11935970249405922
31111,0.22310507952434558
31112,0.5961536042099066
31113,0.7184201534378012
31114,0.33709811502384124
31115,0.20383693109211828
31116,0.140374614689589
31117,0.6068639608522491
31118,0.45910593932419524
31119,0.5255670607949635
31120,0.05480280748896032
31121,0.1679316242602603
31122,0.6760487521077149
31123,0.0199390242216989
31124,0.43344719929232783
31125,0.22730411268958298
31126,0.3463697660793754
31127,0.604941146295635
31128,0.5485889241432816
31129,0.7603617615391519
31130,0.21602283475559733
31131,0.09773844287228378
31132,0.4914482703800437
31133,0.7438325880757615
31134,0.5374292291003196
31135,0.47383752509056926
31136,0.036503034490790794
31137,0.22041895989047547
31138,0.45226110957972254
31139,0.3383104045756989
31140,0.19942405983624642
31141,0.8532667337807753
31142,0.3440149838988845
31143,0.36087741980304694
31144,0.15845573125032872
31145,0.5749010005664559
31146,0.5270029343275875
31147,0.16859584619370094
31148,0.7061818934530238
31149,0.6530225393314228
31150,0.25174140198362766
31151,0.2984424401444543
31152,0.13249983219931263
31153,0.23606788473149973
31154,0.5682303668156449
31155,0.4331529341341244
31156,0.04276696311060861
31157,0.24861187486311329
31158,0.5588752226230287
31159,0.35325566118141755
31160,0.44632356564514747
31161,0.5624249919953639
31162,0.4009064129450644
31163,0.30889001858756177
31164,0.5268073352721493
31165,0.4515579265967579
31166,0.27293206319920527
31167,0.3210853079736641
31168,0.4478498913502685
31169,0.27149777876070746
31170,0.32825036718837297
31171,0.14408905105467038
31172,0.364125159180763
